;price;year;condition;cylinders;odometer;title_status;transmission;drive;size;lat;long;weather
1244823;17410;2011;3;6;113444;clean;automatic;rwd;full-size;30,219472;-97,759417;67
1095466;2500;1999;3;6;236000;clean;automatic;;;35,1273;-85,2802;59
1021327;26995;2011;2;6;93136;clean;automatic;4wd;full-size;34,947213;-89,440953;61
1631740;11880;2005;3;8;151726;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
246332;3000;2003;2;8;165000;clean;automatic;rwd;;39,660661;-84,110212;49
336100;25000;2011;3;6;61620;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
116062;28454;2014;3;6;87272;clean;automatic;4wd;;50,045346;-125,269028;
376780;19900;2010;3;8;150114;clean;automatic;4wd;mid-size;38,88358;-94,79383;51
218196;11977;2008;3;8;171488;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1236801;19700;2011;3;8;145000;clean;automatic;4wd;full-size;30,181608;-97,971268;67
1632590;19770;2014;3;6;137774;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
1640861;25000;2014;3;6;54088;clean;automatic;4wd;mid-size;44,4737;-88,06308;45
603553;15000;2011;2;8;130000;clean;automatic;fwd;full-size;42,4935;-122,8088;50
509301;7995;2011;2;8;375528;clean;automatic;4wd;full-size;36,307707;-95,605861;57
1635000;29699;2013;3;8;65523;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1310879;2500;1995;3;8;254200;clean;automatic;;full-size;33,881074;-84,533461;59
323254;12000;2010;2;8;115000;clean;automatic;4wd;;41,9766;-76,1185;53
534468;29450;2015;2;8;76669;clean;automatic;4wd;full-size;35,273684;-93,120968;59
1016521;14995;2012;4;6;116181;clean;automatic;rwd;full-size;32,18182;-90,137611;61
1528528;2450;1999;1;8;173000;clean;automatic;rwd;;40,3228;-86,8881;48
1405870;9665;2004;3;8;90000;clean;automatic;4wd;full-size;38,3796;-77,5349;55
428647;17995;2011;2;8;143088;clean;automatic;4wd;;30,4273;-91,0356;67
1562840;6800;2005;3;8;162000;clean;automatic;4wd;full-size;42,1743;-91,9892;47
191123;13100;2011;2;6;184500;clean;automatic;4wd;full-size;41,60808;-81,480381;49
1652008;16304;2011;3;8;136668;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1641949;30767;2016;3;6;73397;clean;automatic;4wd;mid-size;44,4737;-88,06308;45
144865;4995;2004;2;8;165000;clean;automatic;rwd;full-size;34,0296;-86,0967;61
1372914;28995;2013;3;8;58113;clean;automatic;4wd;full-size;43,619439;-116,334449;47
1157899;8999;2010;2;8;103470;clean;automatic;rwd;full-size;28,665045;-82,111604;65
1545682;2300;1984;2;6;90500;clean;manual;rwd;full-size;40,049535;-80,661894;52
24283;19900;2010;3;8;150114;clean;automatic;4wd;mid-size;38,88358;-94,79383;51
1634614;31499;2017;3;8;8921;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
334203;4500;1999;3;8;101927;clean;automatic;4wd;;41,22815;-95,85953;47
249908;31620;2015;3;6;73300;clean;automatic;4wd;full-size;49,184885;-122,801111;
1374238;28000;2013;2;6;78600;clean;automatic;4wd;;43,1943;-112,3615;47
202059;3500;2001;2;8;165250;clean;automatic;;;58,3628;-134,5294;29
1713939;21795;2015;2;6;103217;clean;automatic;4wd;full-size;35,796126;-78,554108;56
1623355;27550;2011;3;8;46096;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
1633227;35000;2016;3;6;21059;clean;automatic;4wd;mid-size;44,4737;-88,06308;45
979374;1100;2003;2;8;213000;clean;automatic;4wd;full-size;44,8471;-93,1543;43
1676950;3500;1995;3;8;220000;clean;automatic;rwd;full-size;36,202;-79,1666;56
1523492;2800;1999;2;8;183000;clean;automatic;rwd;full-size;38,9507;-86,6139;48
1643571;5999;2006;3;8;312700;clean;automatic;4wd;full-size;44,8718;-91,9265;45
580696;4999;1997;2;8;154162;clean;automatic;rwd;full-size;43,372639;-124,212531;50
321734;33860;2016;3;6;46288;clean;automatic;4wd;full-size;49,184885;-122,801111;
29907;9880;2006;3;8;112213;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1170762;5800;2006;3;6;112413;clean;automatic;rwd;full-size;28,079232;-80,674959;65
524739;39995;2016;3;6;42000;clean;automatic;4wd;;35,233;-97,4067;57
1203590;24888;2013;3;6;70988;clean;automatic;4wd;;47,830597;-110,662694;40
334774;4500;1999;3;8;101927;clean;automatic;4wd;;41,22815;-95,85953;47
140206;13999;2010;2;8;116800;clean;automatic;4wd;full-size;40,041081;-86,009423;48
278263;13499;2009;2;8;134200;lien;automatic;;full-size;35,800204;-81,433746;56
1627670;19880;2011;3;8;73224;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
896679;7600;2008;2;8;170000;clean;automatic;4wd;;42,375669;-85,678221;45
1683907;39500;2017;4;8;6300;lien;automatic;4wd;full-size;35,5774;-80,8226;56
985876;17990;2014;3;6;107000;clean;automatic;4wd;;46,450007;-95,12469;43
67113;3200;1995;1;8;186000;clean;automatic;4wd;;45,991281;-112,493838;40
128760;9000;2012;3;6;210000;clean;automatic;4wd;;39,3296;-76,7341;56
1665225;8800;2006;3;8;130000;clean;automatic;4wd;full-size;38,263908;-95,738554;51
1695965;26900;2013;3;8;95208;clean;automatic;4wd;full-size;36,277213;-80,339822;56
1551798;22995;2013;3;6;106000;clean;automatic;4wd;full-size;41,951531;-91,677091;47
468104;2300;2004;1;8;180000;clean;manual;4wd;full-size;41,1092;-83,9957;49
885354;17995;2010;3;8;76506;clean;automatic;4wd;mid-size;43,61176;-84,75844;45
1177213;1900;1999;2;6;179000;clean;manual;rwd;full-size;27,1398;-80,2129;65
924131;11700;2010;2;8;144570;clean;automatic;4wd;full-size;42,892121;-85,665539;45
720500;11999;2008;3;8;113589;clean;automatic;rwd;full-size;37,609783;-120,995406;59
353026;7995;2008;2;8;207344;clean;automatic;4wd;full-size;39,056422;-94,880743;51
982037;3990;2001;3;8;0;clean;automatic;;;46,450007;-95,12469;43
1054879;9750;2005;2;8;164000;clean;automatic;4wd;;37,166855;-94,265115;52
1056456;21995;2012;4;6;173221;clean;automatic;4wd;full-size;38,220529;-90,384202;52
1468998;9990;2012;2;8;127501;clean;automatic;rwd;full-size;40,468826;-74,281734;52
1618583;15995;2010;3;8;90260;clean;automatic;4wd;full-size;43,223552;-77,372473;53
610930;7700;2000;2;8;131000;clean;automatic;rwd;;37,927815;-122,040424;59
1716100;13995;2007;3;8;145819;clean;automatic;4wd;full-size;35,616097;-78,541161;56
880045;26995;2017;3;6;7427;salvage;automatic;4wd;full-size;42,636563;-85,284333;45
285367;8000;2006;2;8;120891;clean;automatic;4wd;full-size;44,1415;-103,2052;38
1033844;24295;2012;2;6;93224;clean;automatic;4wd;full-size;38,190152;-94,026215;52
315251;4200;2005;2;8;155000;rebuilt;automatic;4wd;mid-size;40,2084;-74,8291;53
1559655;3950;2006;3;8;187000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
4494;4500;1997;3;6;129678;clean;automatic;rwd;full-size;32,857348;-83,593585;59
172141;7500;2004;3;6;29500;clean;manual;rwd;full-size;35,599749;-82,382923;56
1626269;11500;2010;2;8;153060;clean;automatic;4wd;full-size;44,861013;-91,647877;45
462024;3500;2007;2;8;132063;clean;automatic;rwd;full-size;40,902588;-81,150479;49
1560371;61995;2018;3;6;30029;clean;automatic;4wd;;41,6255;-93,6736;47
1646500;29500;2013;3;6;62185;clean;automatic;4wd;;43,852883;-88,855927;45
333921;14900;2011;2;6;149610;clean;automatic;rwd;full-size;31,316064;-89,437114;61
1612293;31995;2015;4;6;29800;clean;automatic;4wd;full-size;43,204543;-75,4242;53
376311;49980;2018;4;6;3073;clean;automatic;4wd;;49,204598;-123,139205;
380775;7900;2005;3;8;123000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
737445;7000;2005;3;6;102000;clean;manual;rwd;;34,4369;-119,7285;59
493862;9900;2005;3;8;0;clean;automatic;4wd;full-size;32,252974;-110,97871;71
960808;4500;1999;3;8;163000;clean;automatic;4wd;full-size;44,2172;-94,0942;43
1038040;1500;1992;1;8;160000;clean;automatic;4wd;full-size;36,7504;-89,6918;52
1214922;21993;2012;3;6;63440;clean;automatic;4wd;full-size;45,750271;-111,184096;40
1534567;3500;2000;2;8;180000;clean;automatic;;;35,9872;-106,0717;45
1015722;18900;2013;2;8;68284;clean;automatic;rwd;full-size;31,316064;-89,437114;61
1329603;28373;2015;3;8;48363;clean;automatic;4wd;full-size;41,274888;-95,937166;46
388935;2785;1999;2;8;146785;clean;automatic;rwd;full-size;45,750271;-111,184096;40
1562882;10900;2011;2;8;164000;clean;automatic;4wd;full-size;43,1406;-93,385;47
1718719;61500;2017;3;6;22973;clean;automatic;4wd;full-size;34,244046;-77,860915;56
170738;6250;2009;2;8;175000;clean;manual;rwd;full-size;34,7108;-86,7425;61
486902;33000;2018;3;8;12500;clean;automatic;;;33,6819;-112,0996;71
1342605;19480;2015;4;6;135150;clean;automatic;4wd;full-size;37,167749;-113,415403;50
824669;1850;2003;1;8;145150;clean;automatic;rwd;;41,9193;-77,523;53
143466;21900;2011;2;6;122882;clean;automatic;4wd;full-size;31,316064;-89,437114;61
372691;18900;2013;2;8;68288;clean;automatic;rwd;full-size;31,316064;-89,437114;61
1349556;1100;1999;1;8;164000;clean;automatic;;;39,6019;-119,235;46
886510;12188;2011;2;6;146699;clean;automatic;4wd;full-size;42,892121;-85,665539;45
1287395;3000;2002;3;8;149050;clean;automatic;rwd;;31,923468;-102,292436;67
1715618;13500;2008;3;8;176903;clean;automatic;4wd;full-size;35,887189;-78,265568;56
1229279;2750;2005;2;8;215320;clean;automatic;rwd;;32,8152;-96,8703;67
849942;20495;2013;3;6;85650;clean;automatic;4wd;full-size;40,158958;-105,031313;45
1130043;1600;1998;1;8;120000;clean;automatic;rwd;full-size;28,3506;-82,6288;65
1169969;23000;2015;3;8;68577;clean;automatic;4wd;;28,1479;-82,0372;65
912577;34995;2016;4;8;22000;lien;automatic;4wd;full-size;43,4242;-86,374;45
1421880;1500;1999;3;8;160000;clean;automatic;rwd;full-size;41,6257;-87,598;48
1364668;19988;2009;2;8;82565;clean;automatic;4wd;full-size;43,630744;-116,251228;47
311006;21995;2010;2;8;96378;clean;automatic;4wd;;50,045346;-125,269028;
264936;42499;2014;3;8;25658;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1364718;20788;2012;2;8;102015;clean;automatic;4wd;full-size;43,630744;-116,251228;47
634879;16800;2011;3;8;145000;clean;automatic;rwd;mid-size;36,2022;-119,338;59
1371029;10600;2011;3;6;174000;clean;automatic;4wd;full-size;43,81;-111,789;47
970059;13990;2010;3;8;144000;clean;automatic;4wd;;46,450007;-95,12469;43
411006;8495;2006;3;8;152536;clean;automatic;4wd;full-size;38,159627;-85,697708;50
1444477;19500;2012;3;8;82700;clean;automatic;4wd;;41,4262;-90,5739;48
510112;3500;2001;3;8;170709;clean;automatic;rwd;full-size;36,192874;-95,75898;57
1417060;2200;1988;1;8;112000;clean;manual;rwd;full-size;39,264;-78,1989;55
509978;27500;2014;3;6;17700;rebuilt;automatic;4wd;;36,0526;-95,7908;57
1413172;2200;1985;2;8;181000;clean;automatic;4wd;full-size;39,264;-78,1989;55
287324;9660;2006;3;8;179931;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
888879;10995;2006;3;8;186483;clean;automatic;4wd;full-size;43,234867;-86,107243;45
952538;9500;2004;3;8;100710;clean;automatic;4wd;full-size;41,7777;-72,5244;51
1045628;4350;2001;2;8;236581;rebuilt;automatic;4wd;full-size;38,479493;-90,741664;52
473069;6420;2008;3;8;222509;clean;automatic;4wd;mid-size;41,10224;-81,48186;49
1682395;29500;2016;3;8;5905;clean;automatic;rwd;mid-size;34,74851;-77,41559;56
1300874;3500;1995;3;8;173;clean;automatic;rwd;compact;31,5789;-84,2118;59
838098;7200;1999;2;8;132000;clean;automatic;4wd;;40,307042;-105,095043;45
350017;1350;1993;2;6;199000;clean;manual;rwd;full-size;37,668;-97,3591;51
154425;10999;2008;3;8;115109;clean;automatic;rwd;full-size;35,275887;-93,121699;59
1512776;3000;2001;2;6;119000;clean;manual;rwd;full-size;41,3482;-85,1347;48
507164;21995;2014;2;6;81275;clean;automatic;rwd;full-size;36,08996;-96,05206;57
1199562;17945;2014;3;6;146168;clean;automatic;4wd;full-size;45,750271;-111,184096;40
22124;7900;2005;3;8;164235;clean;automatic;4wd;;36,092;-80,3224;56
792598;4200;2005;2;8;155000;rebuilt;automatic;4wd;mid-size;40,2084;-74,8291;53
96214;45700;2018;4;6;3350;clean;automatic;4wd;full-size;50,039161;-125,2718;
181294;17995;2012;2;6;153997;clean;automatic;4wd;full-size;38,153554;-85,659028;50
1246560;11995;2012;4;8;144368;clean;automatic;;full-size;32,222;-95,2266;67
870700;21995;2013;3;8;35589;salvage;automatic;4wd;full-size;42,636702;-85,284945;45
111989;9500;2007;2;8;209500;clean;automatic;4wd;full-size;30,8931;-83,3278;59
1214742;22888;2010;3;8;48745;clean;automatic;4wd;;47,830597;-110,662694;40
1311003;13000;2012;4;6;175525;clean;automatic;4wd;;33,825507;-84,103689;59
385098;17500;2013;3;8;79000;clean;automatic;4wd;full-size;38,0617;-87,5548;48
1059671;7900;2005;3;8;167000;clean;automatic;4wd;full-size;37,083439;-94,481651;52
210402;16900;2015;3;6;110000;clean;automatic;rwd;full-size;35,679522;-80,45268;56
988452;5800;2009;3;8;164533;clean;automatic;rwd;full-size;44,77653;-93,325219;43
1191728;5485;2008;3;6;109099;clean;automatic;rwd;full-size;27,875196;-82,786723;65
1121575;12495;2012;3;6;61000;clean;automatic;rwd;full-size;28,609511;-81,288614;65
1015718;36900;2014;2;8;99110;clean;automatic;4wd;full-size;31,316064;-89,437114;61
468417;4980;2003;3;8;168000;clean;automatic;4wd;full-size;41,466864;-82,078342;49
1614224;17000;2010;4;8;35700;clean;automatic;rwd;full-size;42,351414;-76,906614;53
1633749;15880;2010;3;8;127094;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
1633028;8550;2005;3;8;164628;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
1529277;12995;2010;2;8;91664;clean;automatic;rwd;full-size;41,680677;-86,126046;48
1138022;7450;2004;4;8;50425;clean;automatic;rwd;full-size;27,875196;-82,786723;65
829921;850;1986;1;8;67408;clean;automatic;rwd;full-size;38,268126;-104,593265;45
434459;2800;1993;2;6;243898;clean;automatic;rwd;full-size;40,560488;-83,148455;49
871962;5700;2002;2;8;176733;clean;automatic;4wd;full-size;41,875262;-84,018623;45
383045;7000;2004;4;6;29500;clean;manual;rwd;full-size;35,601333;-82,382063;56
760601;27000;2012;3;8;31250;clean;automatic;4wd;full-size;41,634586;-71,00408;50
1209993;37995;2015;3;6;48800;clean;automatic;4wd;;47,830597;-110,662694;40
277769;12950;2011;2;8;163169;clean;automatic;4wd;full-size;38,692648;-82,857744;49
1687895;9980;2014;2;6;142695;clean;automatic;rwd;full-size;35,743168;-78,908787;56
1697980;39800;2015;3;6;81233;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
1643264;31490;2016;3;8;32279;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
531695;22500;2013;2;6;74600;clean;automatic;4wd;full-size;35,9918;-94,3169;59
1560309;3950;2006;3;8;187000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
502837;12000;2011;2;8;130500;clean;automatic;4wd;full-size;44,609901;-69,544659;44
1363890;8999;2007;3;8;147000;rebuilt;manual;4wd;full-size;42,8876;-112,4381;47
405769;4500;1998;1;8;126700;clean;manual;rwd;full-size;37,099509;-85,316384;50
843965;3200;1989;3;8;98000;clean;manual;4wd;full-size;39,091925;-108,455544;45
1615224;7900;2007;3;8;143000;clean;automatic;4wd;full-size;40,756804;-73,985545;53
87167;2250;1997;1;6;100000;clean;manual;rwd;full-size;30,6222;-81,5906;65
176101;24000;2014;4;8;52000;clean;automatic;4wd;full-size;38,0045;-85,6888;50
339646;11990;2007;3;8;132000;clean;automatic;;;46,450007;-95,12469;43
356655;8988;2005;2;8;0;clean;automatic;4wd;full-size;30,520244;-89,647288;61
1282785;6000;2003;3;8;97116;clean;automatic;rwd;;32,9455;-96,90449;67
1092272;25000;2013;2;8;115000;clean;automatic;4wd;full-size;35,645438;-88,851003;59
1058941;30995;2015;3;8;49598;clean;automatic;4wd;full-size;38,671618;-94,36651;52
963569;2000;1999;2;8;205000;clean;automatic;4wd;full-size;46,7546;-92,5408;43
825795;27700;2013;4;6;61224;clean;automatic;4wd;;41,4787;-75,1978;53
1564634;7900;2005;3;8;101000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
1225212;29500;2013;3;8;69000;clean;automatic;4wd;full-size;33,5535;-94,8992;67
800394;8495;2007;3;8;170254;clean;automatic;4wd;full-size;40,179;-77,0036;53
1436444;14875;2012;3;8;91713;clean;automatic;4wd;full-size;38,584848;-89,985587;48
1639676;10770;2008;3;8;149218;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
919923;12995;2009;2;8;140455;clean;automatic;4wd;full-size;42,477134;-82,949564;45
966371;3900;2003;2;8;174500;clean;automatic;4wd;full-size;47,4156;-92,9356;43
1318411;5500;2006;2;8;232470;clean;automatic;;full-size;32,0404;-84,2153;59
1503295;4500;2001;2;8;144000;clean;automatic;rwd;full-size;48,9372;-122,4592;50
1031249;34989;2015;3;8;42249;clean;automatic;4wd;full-size;43,573149;-96,778125;38
1051957;2800;2001;2;8;355000;clean;automatic;4wd;;38,8161;-94,5328;52
514230;20800;2014;3;8;99465;clean;automatic;4wd;mid-size;36,2535;-95,33257;57
1226611;21000;2014;3;6;94000;lien;automatic;fwd;full-size;31,5051;-97,2311;67
1272465;21999;2013;3;8;97000;clean;automatic;rwd;full-size;30,3649;-97,6827;67
582706;2500;1994;1;8;207000;clean;manual;4wd;;43,988486;-121,377268;50
1054906;6900;2004;2;8;174000;clean;automatic;4wd;;36,918015;-94,275927;52
1120216;3900;1992;2;8;90000;clean;automatic;4wd;;30,5169;-86,4822;65
1021820;23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
145791;16995;2002;2;8;65336;clean;automatic;rwd;full-size;33,711509;-78,909582;60
1228800;34000;2015;4;6;50200;clean;automatic;4wd;full-size;32,7678;-96,6082;67
1651729;20299;2012;3;6;120691;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
485021;1100;1984;1;6;63646;clean;automatic;rwd;;34,571326;-112,104943;71
707869;6995;2001;2;8;124461;clean;automatic;rwd;full-size;39,743252;-121,886107;59
1242198;4200;1988;2;8;86000;clean;automatic;rwd;;31,4745;-106,1589;67
421157;24500;2010;4;8;68524;clean;automatic;4wd;full-size;61,166353;-149,847206;29
166656;42000;2015;5;6;26000;clean;automatic;4wd;;34,714;-86,394;61
516989;4950;2005;2;8;195115;clean;automatic;rwd;;35,421;-97,5616;57
468272;1795;2001;3;6;220000;clean;automatic;rwd;;39,746091;-84,38766;49
537144;27992;2014;3;6;31438;clean;automatic;4wd;mid-size;35,821163;-90,671453;59
1701357;19950;2013;3;6;120020;clean;automatic;4wd;;35,035021;-80,597076;56
161919;27965;2015;3;6;75578;clean;automatic;4wd;full-size;33,843197;-87,248745;61
1126202;10500;2006;3;8;104000;clean;automatic;rwd;;30,6698;-87,1794;65
77656;49980;2016;3;6;39200;clean;automatic;4wd;full-size;50,039134;-125,271671;
1720498;29500;2016;3;8;5905;clean;automatic;rwd;mid-size;34,74851;-77,41559;56
607279;6995;2001;2;8;181780;clean;automatic;4wd;full-size;35,496578;-120,681118;59
1374578;1200;1994;2;8;173000;clean;manual;rwd;;42,901298;-112,422766;47
1245674;15990;2008;3;8;117500;clean;automatic;4wd;full-size;30,219472;-97,759417;67
1182664;7500;1988;2;8;123627;clean;automatic;4wd;;30,126638;-85,591496;65
1688874;33977;2018;3;8;12598;clean;automatic;4wd;mid-size;34,25343;-77,85125;56
333458;3550;2007;3;6;133000;clean;automatic;rwd;full-size;42,484503;-92,324974;47
334405;16900;2014;2;6;64368;clean;automatic;rwd;full-size;31,316064;-89,437114;61
521643;3999;2003;2;8;143000;clean;automatic;;;36,0948;-95,9655;57
1684908;15394;2008;3;8;136085;clean;automatic;4wd;mid-size;35,77523;-77,99926;56
1645418;20880;2015;3;8;124371;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
1192018;8100;2008;3;8;160;clean;automatic;rwd;full-size;28,3932;-81,3622;65
207715;12950;2011;2;6;130105;clean;automatic;rwd;full-size;33,512633;-86,79777;61
605860;10874;2007;3;8;171071;clean;automatic;4wd;full-size;44,071509;-123,146095;50
103631;42499;2014;3;8;25658;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
164179;5500;2004;3;8;175;clean;automatic;rwd;full-size;32,5927;-86,2153;61
1548085;24900;2014;4;8;33878;clean;automatic;4wd;;41,69929;-93,24175;47
800733;32599;2015;2;8;28433;clean;automatic;4wd;full-size;40,335245;-76,488033;53
1649086;9770;2007;3;8;170320;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
1536350;7950;2005;2;8;131500;clean;automatic;rwd;;35,1506;-106,569;45
1399176;5000;1994;2;8;166000;clean;automatic;4wd;;36,84;-76,269997;55
1146433;1;2018;3;10;20983;clean;other;4wd;full-size;28,466088;-81,396429;65
971907;4990;2003;3;8;208000;clean;automatic;;;46,450007;-95,12469;43
91739;5000;1988;2;8;89600;clean;automatic;rwd;full-size;41,9293;-83,4448;45
932651;6950;2009;3;8;181722;clean;automatic;4wd;mid-size;42,64387;-84,0733;45
257313;2750;2002;1;8;305958;clean;automatic;4wd;full-size;41,5636;-81,5733;49
1200912;32995;2017;3;8;11077;clean;automatic;4wd;;46,870626;-114,018477;40
1103392;9250;2006;2;8;175614;clean;automatic;4wd;full-size;30,621073;-87,043047;65
1645822;25988;2014;3;6;114477;clean;automatic;4wd;;45,121187;-92,693325;45
1017826;21900;2010;2;8;122275;clean;automatic;4wd;full-size;31,316064;-89,437114;61
462219;10000;2011;2;8;263400;clean;automatic;4wd;full-size;40,902588;-81,150479;49
